# t_sec   Poft_Rzmin  Poft_Rzmax
2.917332930000000033e+03 8.497962402366938465e-07 1.674320874101499449e-06
2.936210009999999784e+03 8.532100195887640959e-07 1.675268847783628764e-06
2.955209240000000136e+03 8.542067646769576101e-07 1.673553490900537062e-06
2.974331400000000031e+03 8.569339968977915829e-07 1.678380343677848543e-06
2.993577290000000175e+03 8.595673578791960139e-07 1.679800593073905240e-06
3.012947720000000118e+03 8.621403890683886438e-07 1.683174260906221967e-06
3.032443490000000111e+03 8.644190617024659588e-07 1.689641225047809959e-06
3.052065410000000156e+03 8.635450725072151782e-07 1.691473007050460552e-06
3.071814300000000003e+03 8.649044917120384026e-07 1.696613093821120032e-06
3.091690979999999854e+03 8.683475605458173968e-07 1.704833128470499133e-06
3.111696269999999913e+03 8.651165911719287646e-07 1.705181427001841729e-06
3.131831009999999878e+03 8.636330328626023114e-07 1.707422234759689374e-06
3.152096030000000155e+03 8.639164017132391074e-07 1.706760793907973880e-06
3.172492180000000189e+03 8.640230779372732651e-07 1.706747230823235680e-06
3.193020309999999881e+03 8.676587121424558158e-07 1.712374309126146063e-06
3.213681270000000040e+03 8.710182388005106033e-07 1.713953849347214691e-06
3.234475910000000113e+03 8.752867134122966611e-07 1.720937580927528460e-06
3.255405119999999897e+03 8.771108512444528752e-07 1.730055473698114296e-06
3.276469750000000204e+03 8.785683455746923632e-07 1.735590066949071532e-06
3.297670680000000175e+03 8.830520024512507864e-07 1.744401428713349411e-06
3.319008800000000065e+03 8.845028160905685844e-07 1.748012253890649546e-06
3.340484980000000178e+03 8.853545585393157646e-07 1.746303032556952645e-06
3.362100140000000010e+03 8.898108472216505232e-07 1.751754070295266732e-06
3.383855149999999867e+03 8.933141728278922689e-07 1.758660565229264063e-06
3.405750939999999900e+03 8.943578067395437299e-07 1.766679407976606655e-06
3.427788410000000113e+03 8.982391142229419740e-07 1.777006844433979384e-06
3.449968469999999797e+03 8.982135758550041019e-07 1.781295987622415636e-06
3.472292050000000017e+03 8.929657749124773641e-07 1.782005942393216203e-06
3.494760090000000218e+03 8.945793122998709448e-07 1.785609779322081213e-06
3.517373500000000149e+03 8.956240163652616025e-07 1.789645304993373135e-06
3.540133240000000114e+03 8.971008937994852983e-07 1.789591755276287787e-06
3.563040250000000015e+03 8.983887686017748394e-07 1.785294803452571795e-06
3.586095479999999952e+03 9.004675050758694471e-07 1.785278093320337405e-06
3.609299899999999980e+03 9.032203266416782021e-07 1.792497648544807709e-06
3.632654460000000199e+03 9.052234346337871269e-07 1.802425057214992887e-06
3.656160139999999956e+03 9.088920957843926479e-07 1.811856709294384130e-06
3.679817919999999958e+03 9.128862976680979036e-07 1.823535559022474662e-06
3.703628790000000208e+03 9.145775008560224136e-07 1.826985429446108555e-06
3.727593719999999848e+03 9.148143854570224455e-07 1.825715267947193061e-06
3.751713720000000194e+03 9.207012256768693510e-07 1.835472709685087068e-06
3.775989799999999832e+03 9.234379803607426969e-07 1.840471109900391485e-06
3.800422959999999875e+03 9.241036711469211985e-07 1.838285115805054147e-06
3.825014209999999821e+03 9.277388859735381118e-07 1.842256764029126705e-06
3.849764590000000226e+03 9.287167826301560843e-07 1.848649734562585904e-06
3.874675119999999879e+03 9.309499577319489210e-07 1.856696689903911954e-06
3.899746839999999793e+03 9.354445885917422304e-07 1.864676477902957263e-06
3.924980790000000070e+03 9.391052966557978745e-07 1.864436043051902662e-06
3.950378009999999904e+03 9.432901230814936695e-07 1.865754962097948655e-06
3.975939580000000205e+03 9.464271198251949191e-07 1.874096253716299599e-06
4.001666540000000168e+03 9.493831086735444993e-07 1.876574812643893760e-06
4.027559979999999996e+03 9.538319127430192197e-07 1.874796471399097615e-06
4.053620960000000196e+03 9.582291832533967611e-07 1.870722361510703534e-06
4.079850579999999809e+03 9.618895489121247235e-07 1.868662283153987071e-06
4.106249920000000202e+03 9.647328790746301653e-07 1.877642149445779607e-06
4.132820080000000416e+03 9.608063754344863094e-07 1.867695353110043880e-06
4.159562160000000404e+03 9.570296475952813921e-07 1.855046669810208420e-06
4.186477289999999812e+03 9.595473817578822152e-07 1.856564561874701514e-06
4.213566569999999956e+03 9.629392369252074709e-07 1.862536700397517745e-06
4.240831140000000232e+03 9.626028760200212721e-07 1.855312659774146310e-06
4.268272130000000288e+03 9.636677560014822137e-07 1.849974364868274247e-06
4.295890680000000430e+03 9.679348490002780118e-07 1.853597225541730847e-06
4.323687939999999799e+03 9.722813750747183445e-07 1.853859520111668864e-06
4.351665070000000014e+03 9.778423063857954764e-07 1.862771810384478417e-06
4.379823229999999967e+03 9.790832246346961853e-07 1.860449848296261835e-06
4.408163590000000113e+03 9.811173952877590226e-07 1.861828590998909194e-06
4.436687329999999747e+03 9.845842418748035292e-07 1.862526581899702437e-06
4.465395639999999730e+03 9.862797952457802272e-07 1.862587195491147813e-06
4.494289710000000014e+03 9.899458897447977218e-07 1.871698611312201047e-06
4.523370740000000296e+03 9.962138298238415735e-07 1.883511705189402549e-06
4.552639949999999772e+03 1.000664824527621790e-06 1.888721413206612384e-06
4.582098549999999705e+03 1.004200652591119612e-06 1.891212156442343731e-06
4.611747769999999946e+03 1.008802379576246713e-06 1.897169829368759978e-06
4.641588829999999689e+03 1.011986188981529802e-06 1.901024360185684391e-06
4.671622989999999845e+03 1.011609315310468062e-06 1.901018774043180057e-06
4.701851490000000013e+03 1.012044544295382644e-06 1.895341702947891870e-06
4.732275590000000193e+03 1.012112781261595648e-06 1.895571908719657045e-06
4.762896550000000389e+03 1.013386905335874762e-06 1.901010519230240526e-06
4.793715650000000096e+03 1.016709932152937273e-06 1.902274934723276250e-06
4.824734159999999974e+03 1.019189190075197344e-06 1.901961492324668819e-06
4.855953389999999672e+03 1.020025086538000095e-06 1.907518855253248292e-06
4.887374630000000252e+03 1.020038829739994354e-06 1.918263578594023500e-06
4.918999190000000453e+03 1.011833413031798432e-06 1.920088672996048526e-06
4.950828370000000177e+03 1.005813323501706418e-06 1.914667190873431843e-06
4.982863510000000133e+03 1.009055145885761016e-06 1.915984362106364656e-06
5.015105950000000121e+03 1.007914423271055236e-06 1.914279943493948340e-06
5.047557010000000446e+03 1.010762862584686182e-06 1.915106105446837944e-06
5.080218050000000403e+03 1.012405906596616414e-06 1.915654386326354654e-06
5.113090430000000197e+03 1.009885390781492931e-06 1.912059884873191482e-06
5.146175510000000031e+03 1.012594467982285045e-06 1.919753192962925960e-06
5.179474680000000262e+03 1.019097105453864917e-06 1.931511725018095297e-06
5.212989309999999932e+03 1.024452065350219290e-06 1.939039453522734795e-06
5.246720809999999801e+03 1.029272711852819286e-06 1.945567388385178411e-06
5.280670570000000225e+03 1.035282511047542523e-06 1.955005881242617733e-06
5.314840009999999893e+03 1.039112253988596517e-06 1.959265696134268379e-06
5.349230550000000221e+03 1.041271574941775381e-06 1.966243946865948335e-06
5.383843619999999646e+03 1.044596670276808793e-06 1.971627552961015518e-06
5.418680659999999989e+03 1.031867009818529962e-06 1.966685915353943300e-06
5.453743120000000090e+03 1.021398773701711922e-06 1.967333618102419383e-06
5.489032449999999699e+03 1.024739992871010677e-06 1.975028642876004089e-06
5.524550129999999626e+03 1.024497050502775876e-06 1.981992588735401250e-06
5.560297630000000026e+03 1.028722387741391838e-06 1.991307156525010941e-06
5.596276450000000295e+03 1.033188189306212519e-06 2.001980770011395106e-06
5.632488059999999678e+03 1.035146866253069954e-06 1.993837573766342156e-06
5.668934000000000196e+03 1.040161888012650263e-06 1.990433851382420668e-06
5.705615759999999682e+03 1.039391993582858004e-06 1.984594064668560654e-06
5.742534880000000157e+03 1.036383501273775992e-06 1.978674665565154892e-06
5.779692879999999604e+03 1.033489035209881707e-06 1.986262510715120800e-06
5.817091330000000198e+03 1.032198041886699109e-06 1.989260082538366087e-06
5.854731770000000324e+03 1.037135799042333584e-06 1.998828758282795244e-06
5.892615759999999682e+03 1.040942108011412207e-06 2.007171960456261029e-06
5.930744899999999689e+03 1.046501849102896389e-06 2.016538079469877389e-06
5.969120750000000044e+03 1.053173864253551677e-06 2.027527039251803417e-06
6.007744920000000093e+03 1.054173563045130898e-06 2.020015928253348724e-06
6.046619010000000344e+03 1.054064225098530608e-06 2.009592883337806811e-06
6.085744639999999890e+03 1.060268532216513082e-06 2.014799211947483814e-06
6.125123450000000048e+03 1.059597007619560801e-06 2.009862149651074243e-06
6.164757059999999910e+03 1.060718490117434143e-06 2.008658644178262576e-06
6.204647119999999632e+03 1.062844731232898024e-06 2.016594207156471703e-06
6.244795299999999770e+03 1.057935885922721811e-06 2.020878838130073021e-06
6.285203269999999975e+03 1.061405319502596144e-06 2.032508304509905439e-06
6.325872699999999895e+03 1.067701889261749839e-06 2.044798356874407211e-06
6.366805290000000241e+03 1.072059808107922133e-06 2.054755017628482341e-06
6.408002739999999903e+03 1.077160456245775667e-06 2.054823753444362254e-06
6.449466769999999997e+03 1.081202866182452525e-06 2.055722982809854770e-06
6.491199099999999817e+03 1.082274308830350818e-06 2.064655601767234917e-06
6.533201460000000225e+03 1.084687653434885313e-06 2.068517870043890282e-06
6.575475599999999758e+03 1.088360633401370433e-06 2.071687182488253811e-06
6.618023290000000088e+03 1.088705149657579832e-06 2.071304003644411007e-06
6.660846290000000408e+03 1.092076193636121773e-06 2.070107365828142230e-06
6.703946380000000318e+03 1.096512582198518383e-06 2.082504159725794917e-06
6.747325359999999819e+03 1.098625857363218783e-06 2.077554938680959470e-06
6.790985029999999824e+03 1.104104577650408357e-06 2.068561678435527494e-06
6.834927209999999832e+03 1.108550074141712861e-06 2.071381126220381580e-06
6.879153720000000249e+03 1.109619561864010507e-06 2.062027570850409825e-06
6.923666400000000067e+03 1.112751616407873887e-06 2.063599892507027207e-06
6.968467120000000250e+03 1.119597083464979530e-06 2.077046101113915792e-06
7.013557719999999790e+03 1.124371712547444242e-06 2.084106150296136856e-06
7.058940090000000055e+03 1.128372433111496346e-06 2.091146384904407458e-06
7.104616109999999935e+03 1.134699509050798189e-06 2.103776619572085285e-06
7.150587690000000293e+03 1.132895899294516995e-06 2.112358510502341299e-06
7.196856730000000425e+03 1.130899995706586550e-06 2.117157175531253145e-06
7.243425159999999778e+03 1.135132651963783213e-06 2.115591544010421413e-06
7.290294930000000022e+03 1.140702603992318748e-06 2.121331740391686527e-06
7.337467969999999696e+03 1.128516183190729606e-06 2.122637677886388637e-06
7.384946249999999964e+03 1.118021813882108119e-06 2.121668581563784925e-06
7.432731749999999920e+03 1.123643962346384748e-06 2.125058760967667909e-06
7.480826460000000225e+03 1.125849736886482324e-06 2.128243644797242380e-06
7.529232359999999971e+03 1.131231418741798958e-06 2.139363295804108020e-06
7.577951490000000376e+03 1.135689278462860785e-06 2.144439573380602439e-06
7.626985859999999775e+03 1.140951748475138523e-06 2.149287134783586822e-06
7.676337510000000293e+03 1.145939442848072300e-06 2.145323457554005594e-06
7.726008509999999660e+03 1.146010753248578396e-06 2.142407883055416206e-06
7.776000909999999749e+03 1.147946076424726790e-06 2.147065476687181600e-06
7.826316789999999855e+03 1.148813624895243937e-06 2.152327116678198341e-06
7.876958249999999680e+03 1.149450655285101555e-06 2.159479622844284130e-06
7.927927389999999832e+03 1.157088405987901387e-06 2.169491004789716050e-06
7.979226340000000164e+03 1.160369309489749886e-06 2.170916226701479687e-06
8.030857219999999870e+03 1.164110165802758670e-06 2.173564544134858612e-06
8.082822189999999864e+03 1.170629222777263457e-06 2.184145069311281948e-06
8.135123410000000149e+03 1.174212998145662403e-06 2.178300512875700905e-06
8.187763049999999566e+03 1.180680232087497077e-06 2.180815648572089393e-06
8.240743309999999838e+03 1.186808443289479903e-06 2.189536469229431586e-06
8.294066380000000208e+03 1.192047467427357881e-06 2.195092553448797807e-06
8.347734490000000733e+03 1.197759831122674586e-06 2.209146066629390137e-06
8.401749869999999646e+03 1.205135277697937225e-06 2.212700973076529046e-06
8.456114760000000388e+03 1.199480128189341966e-06 2.202856867881482661e-06
8.510831430000000182e+03 1.194747844068342525e-06 2.192643752916874497e-06
8.565902149999999892e+03 1.187376474292892402e-06 2.175617429211699355e-06
8.621329219999999623e+03 1.176431235753221706e-06 2.168047486503439036e-06
8.677114939999999478e+03 1.177807252736052593e-06 2.168396807520337659e-06
8.733261619999999311e+03 1.178987164432009336e-06 2.166964687809545047e-06
8.789771619999999530e+03 1.181081600421677743e-06 2.177269912956518321e-06
8.846647269999999480e+03 1.184206675981395451e-06 2.182406132415550410e-06
8.903890939999999318e+03 1.185251497406923978e-06 2.171937956730350296e-06
8.961505020000000513e+03 1.185569281021010633e-06 2.163672352941601006e-06
9.019491900000000896e+03 1.187634994329296722e-06 2.159165697682440032e-06
9.077853989999999612e+03 1.188108729842800229e-06 2.154335957771018680e-06
9.136593730000000505e+03 1.189470245656866174e-06 2.155002181706460085e-06
9.195713550000000396e+03 1.190273905903807403e-06 2.156409779428875033e-06
9.255215910000000804e+03 1.193128079281985696e-06 2.162066275248904626e-06
9.315103289999999106e+03 1.197483492167162178e-06 2.170189831151871792e-06
9.375378189999999449e+03 1.203245783579195551e-06 2.179068151170984830e-06
9.436043100000000777e+03 1.209045365666486933e-06 2.189624065535637925e-06
9.497100560000000769e+03 1.211255471201696429e-06 2.197466188580232272e-06
9.558553089999999429e+03 1.202231323088253548e-06 2.194519984688018163e-06
9.620403270000000703e+03 1.195308600384814140e-06 2.190377786988392495e-06
9.682653659999999945e+03 1.200246756908040657e-06 2.186532034029016912e-06
9.745306850000000850e+03 1.199448212491616953e-06 2.173615824030263266e-06
9.808365449999999328e+03 1.200198438522913684e-06 2.168917578189662242e-06
9.871832070000000385e+03 1.207385803605993558e-06 2.169731705604238449e-06
9.935709370000000490e+03 1.210574400987909978e-06 2.170745376426165663e-06
1.000000000000000000e+04 1.205656288274191545e-06 2.172021692270695676e-06
1.006470663000000059e+04 1.205721921384971769e-06 2.176249479710021171e-06
1.012983195999999953e+04 1.209900352715758995e-06 2.187402250314196623e-06
1.019537868999999955e+04 1.214354507266914913e-06 2.186588514573526012e-06
1.026134955000000082e+04 1.211573255657045407e-06 2.170597254910310133e-06
1.032774727999999959e+04 1.206730048240523445e-06 2.158834417878710495e-06
1.039457465000000047e+04 1.214332273386748926e-06 2.163046199084108955e-06
1.046183444000000054e+04 1.219270757735110280e-06 2.161309351262757770e-06
1.052952945000000000e+04 1.216423089784681705e-06 2.157574286413500732e-06
1.059766249000000062e+04 1.217324714201224374e-06 2.164591152183239146e-06
1.066623639000000003e+04 1.222555028640191604e-06 2.169537936576840145e-06
1.073525401000000056e+04 1.225548078625203570e-06 2.177583874359257026e-06
1.080471822000000066e+04 1.230757414478411230e-06 2.186157247638616205e-06
1.087463191000000006e+04 1.233830951702676603e-06 2.182489677438435685e-06
1.094499798999999985e+04 1.234081304500244651e-06 2.179734335810287175e-06
1.101581939000000057e+04 1.232644165517670405e-06 2.187706007455423054e-06
1.108709903999999915e+04 1.236885106516133109e-06 2.199974079269226245e-06
1.115883993000000009e+04 1.244721540561562428e-06 2.213702609697026924e-06
1.123104501999999957e+04 1.251161906334696248e-06 2.225982761705702100e-06
1.130371732999999949e+04 1.258702417967907190e-06 2.238797653092852936e-06
1.137685987000000023e+04 1.262859305785834275e-06 2.244428366581902995e-06
1.145047570000000087e+04 1.267010088832080344e-06 2.248660704666092660e-06
1.152456787000000077e+04 1.272080907821036819e-06 2.257558459792091395e-06
1.159913947000000007e+04 1.277163454920382207e-06 2.255964034305403931e-06
1.167419359000000077e+04 1.276315126348144502e-06 2.256511668536348770e-06
1.174973336000000018e+04 1.268854126355933483e-06 2.266105590777321657e-06
1.182576193000000058e+04 1.267046892083260542e-06 2.271947660453841835e-06
1.190228245000000061e+04 1.269200873941128302e-06 2.277107219382614745e-06
1.197929810999999972e+04 1.276559310496067998e-06 2.292853561220174456e-06
1.205681211000000076e+04 1.279091691324011484e-06 2.288998218914153655e-06
1.213482768000000033e+04 1.278500376634110895e-06 2.269496030227021173e-06
1.221334806000000026e+04 1.284732999977772393e-06 2.273779121737465116e-06
1.229237651999999980e+04 1.289789362747513431e-06 2.279544267034157990e-06
1.237191634999999951e+04 1.292470660015298041e-06 2.283779187269414971e-06
1.245197084999999970e+04 1.295217845310876065e-06 2.295491927702927575e-06
1.253254335999999967e+04 1.300255763056483340e-06 2.306008207545195557e-06
1.261363722000000053e+04 1.306084070080202267e-06 2.318735212344781127e-06
1.269525582000000031e+04 1.308910685212964394e-06 2.320384380025384237e-06
1.277740253999999914e+04 1.315299245065711380e-06 2.323368514581312771e-06
1.286008080999999947e+04 1.315849120993483307e-06 2.329084439866480245e-06
1.294329406000000017e+04 1.312860423785631175e-06 2.322859384630061512e-06
1.302704574999999932e+04 1.313991642415287128e-06 2.321548173948154992e-06
1.311133936999999969e+04 1.306702467935050123e-06 2.322207023758584219e-06
1.319617842999999993e+04 1.306234377592510306e-06 2.327568383641473867e-06
1.328156646000000001e+04 1.306078836904595155e-06 2.332225104780337885e-06
1.336750699999999961e+04 1.304957588954981465e-06 2.338024651548436950e-06
1.345400362999999925e+04 1.312325146442208658e-06 2.353024027076616015e-06
1.354105996000000050e+04 1.314576802086886101e-06 2.360184387225599689e-06
1.362867958999999973e+04 1.311863604925756183e-06 2.371055333757058688e-06
1.371686619000000064e+04 1.309069744751451876e-06 2.355089648094176347e-06
1.380562341000000015e+04 1.309197253120004860e-06 2.336525281109804381e-06
1.389495493999999962e+04 1.304673589458489608e-06 2.339229329409914360e-06
1.398486451999999917e+04 1.304056444040032799e-06 2.334209157945136834e-06
1.407535585999999967e+04 1.305812297072541264e-06 2.342133957500312957e-06
1.416643274999999994e+04 1.301870010134665143e-06 2.338896113387337097e-06
1.425809895999999935e+04 1.305696031689929671e-06 2.337450458964079060e-06
1.435035830999999962e+04 1.314881973454795113e-06 2.350386487339716308e-06
1.444321464999999989e+04 1.315922990338441266e-06 2.339852885015069895e-06
1.453667181999999957e+04 1.310519945378960235e-06 2.302534764787629979e-06
1.463073372999999992e+04 1.315445835512141394e-06 2.284476120129015492e-06
1.472540428000000065e+04 1.311814565321714636e-06 2.267326675704635456e-06
1.482068741000000045e+04 1.306971756607467651e-06 2.249631935542650320e-06
1.491658707999999933e+04 1.308641195759601456e-06 2.257084826276664011e-06
1.501310728999999992e+04 1.294338029574073859e-06 2.259733162843787496e-06
1.511025204999999914e+04 1.291108982755319805e-06 2.264378806379304174e-06
1.520802540000000045e+04 1.299209993628532036e-06 2.273070700971636056e-06
1.530643140999999923e+04 1.302207819699479690e-06 2.277781411422124416e-06
1.540547416999999950e+04 1.307379859282191001e-06 2.288103733705003359e-06
1.550515780000000086e+04 1.312773009029818715e-06 2.290793311377078879e-06
1.560548645000000033e+04 1.320432073094142922e-06 2.293317352410086740e-06
1.570646428999999989e+04 1.321174534861709593e-06 2.299466203477034213e-06
1.580809553000000051e+04 1.321989250018793941e-06 2.300742498221052361e-06
1.591038438999999926e+04 1.330221242306239006e-06 2.312571542407931064e-06
1.601333512999999948e+04 1.332459471831870629e-06 2.321929351084116316e-06
1.611695203000000038e+04 1.331210558785215245e-06 2.323861265676439970e-06
1.622123939000000064e+04 1.333448722452833279e-06 2.319829501902264132e-06
1.632620156999999926e+04 1.338764773329197880e-06 2.308474952523129018e-06
1.643184291999999914e+04 1.344970229439934661e-06 2.308479091411238804e-06
1.653816782999999850e+04 1.351888353931195542e-06 2.312797615969565198e-06
1.664518074999999953e+04 1.359023043257400690e-06 2.316092202256115687e-06
1.675288609999999971e+04 1.367246715390562828e-06 2.327684235992454375e-06
1.686128838000000178e+04 1.373521917953195662e-06 2.332186779603018733e-06
1.697039210000000094e+04 1.374858564669182706e-06 2.323792002037562617e-06
1.708020178999999916e+04 1.375125634192310993e-06 2.321792953345488333e-06
1.719072202000000107e+04 1.367698343873419370e-06 2.304532085825212475e-06
1.730195738999999958e+04 1.364830415582420433e-06 2.295384249302278966e-06
1.741391252000000168e+04 1.370443181617041777e-06 2.301827657829247356e-06
1.752659208999999828e+04 1.373747752062060490e-06 2.304581960072060186e-06
1.764000075999999899e+04 1.370673135956389898e-06 2.314872469700677127e-06
1.775414326000000074e+04 1.366375527198694458e-06 2.320767749214021174e-06
1.786902433999999994e+04 1.370143100085056594e-06 2.331640617566618561e-06
1.798464876999999979e+04 1.376900530964037332e-06 2.340922225938710233e-06
1.810102137999999832e+04 1.378352459859916349e-06 2.341828749764540158e-06
1.821814699000000110e+04 1.380085372887932369e-06 2.343358355403897605e-06
1.833603048000000126e+04 1.381465133922013437e-06 2.338857698582677598e-06
1.845467674999999872e+04 1.376267357015707084e-06 2.324479784125614011e-06
1.857409074999999939e+04 1.376711576609288954e-06 2.321005678974566405e-06
1.869427742999999828e+04 1.381641174487801721e-06 2.329836165814560584e-06
1.881524179999999978e+04 1.387602665360660584e-06 2.341447019152073468e-06
1.893698889000000054e+04 1.393705478285438733e-06 2.344746002018435227e-06
1.905952376000000004e+04 1.399224492563467699e-06 2.349865303950271195e-06
1.918285152000000016e+04 1.399991086821480716e-06 2.344211557143210225e-06
1.930697728999999890e+04 1.404296311715981181e-06 2.339479419190627510e-06
1.943190623000000051e+04 1.408198630103922291e-06 2.351457602601442941e-06
1.955764355000000069e+04 1.401189873862197198e-06 2.330552568103117863e-06
1.968419446999999855e+04 1.401746369628155001e-06 2.321726824137207524e-06
1.981156425999999919e+04 1.394681929547892199e-06 2.324957086612546433e-06
1.993975821999999971e+04 1.386221744818892879e-06 2.318948401698986483e-06
2.006878168000000005e+04 1.394480880472985785e-06 2.332702146969651209e-06
2.019863999999999942e+04 1.400669714852241594e-06 2.345051629372511939e-06
2.032933858999999939e+04 1.396074525724044700e-06 2.348626312942087405e-06
2.046088289000000077e+04 1.392368073635539955e-06 2.355853378978585463e-06
2.059327837000000000e+04 1.390892669101933721e-06 2.357027506653196322e-06
2.072653053999999975e+04 1.374811055226145438e-06 2.331512005833748789e-06
2.086064492999999857e+04 1.365846251368064903e-06 2.315442210578854596e-06
2.099562714000000051e+04 1.364488674132801444e-06 2.305674826000450789e-06
2.113148276999999871e+04 1.364304399506711815e-06 2.291094487923995189e-06
2.126821746999999959e+04 1.367078257440188425e-06 2.295565270794004558e-06
2.140583694000000105e+04 1.363132396119663429e-06 2.299603162603125794e-06
2.154434690000000046e+04 1.362019407674897677e-06 2.301072632045266833e-06
2.168375311000000147e+04 1.361028083133496296e-06 2.309183708523036108e-06
2.182406136999999944e+04 1.359362842164633721e-06 2.303364299145662592e-06
2.196527751999999964e+04 1.364595858815655498e-06 2.291577833598196436e-06
2.210740742999999929e+04 1.365660745747684787e-06 2.277883167957601094e-06
2.225045700999999826e+04 1.368260262050458542e-06 2.273505518113923206e-06
2.239443221999999878e+04 1.376559974082131647e-06 2.278710792621521505e-06
2.253933904999999868e+04 1.384619448626982340e-06 2.280161606450829534e-06
2.268518351999999868e+04 1.389836043167889556e-06 2.287396649535510245e-06
2.283197168999999849e+04 1.393714521435583668e-06 2.294811206868215362e-06
2.297970968999999968e+04 1.390734270934032645e-06 2.300791372910692236e-06
2.312840365000000020e+04 1.382615473755093256e-06 2.310597976392982439e-06
2.327805976000000010e+04 1.386225017581709375e-06 2.321220265406071867e-06
2.342868423999999868e+04 1.389640366082493702e-06 2.315392886595972934e-06
2.358028336000000127e+04 1.389806201730397528e-06 2.313677286874112965e-06
2.373286343000000124e+04 1.392887897209586307e-06 2.321121101323639740e-06
2.388643078999999852e+04 1.399963393387524585e-06 2.324432745243068619e-06
2.404099183999999877e+04 1.398830213188870207e-06 2.331200192863387114e-06
2.419655299000000014e+04 1.399891742450521833e-06 2.341338705080036184e-06
2.435312072999999873e+04 1.403256517001794755e-06 2.351927549084804271e-06
2.451070157000000108e+04 1.402612214187031620e-06 2.363233242218597790e-06
2.466930206000000180e+04 1.406883857685663877e-06 2.368921307350860306e-06
2.482892881000000125e+04 1.408772484989264277e-06 2.360830654194668012e-06
2.498958843999999954e+04 1.413250117936349058e-06 2.362049560375286203e-06
2.515128763999999865e+04 1.409415802271364100e-06 2.363840546464505713e-06
2.531403314999999930e+04 1.403246038312720855e-06 2.358513603579522851e-06
2.547783173000000170e+04 1.404058908029709095e-06 2.352398755766804903e-06
2.564269020000000091e+04 1.409219308600986969e-06 2.352308278116897401e-06
2.580861539999999877e+04 1.417908588867011737e-06 2.363443158340095759e-06
2.597561425999999847e+04 1.423850647604045928e-06 2.360471904064723308e-06
2.614369370999999956e+04 1.430848154544450231e-06 2.361883713452338351e-06
2.631286074000000008e+04 1.436391449310427333e-06 2.367616130309721685e-06
2.648312239000000045e+04 1.433828030604283015e-06 2.355424284164226487e-06
2.665448575999999957e+04 1.436621703997277950e-06 2.351306539338098225e-06
2.682695794999999998e+04 1.441214190784585316e-06 2.358939400731329272e-06
2.700054616000000169e+04 1.439933967079595522e-06 2.366174938397007132e-06
2.717525760000000082e+04 1.445056387534609312e-06 2.374560708245214638e-06
2.735109952999999950e+04 1.449297713565585395e-06 2.378347222831677662e-06
2.752807928000000175e+04 1.452848206637074067e-06 2.378375777279142328e-06
2.770620420999999988e+04 1.459563426580289846e-06 2.384829304037690442e-06
2.788548171999999977e+04 1.462405391477209826e-06 2.389589152657461461e-06
2.806591926999999851e+04 1.452902144535593162e-06 2.368711327906598828e-06
2.824752437999999893e+04 1.442584984630931673e-06 2.352561995169426522e-06
2.843030458999999973e+04 1.435623172940104562e-06 2.347358446100958702e-06
2.861426751000000149e+04 1.434572380653731947e-06 2.341788696683718049e-06
2.879942079999999987e+04 1.444830813743585646e-06 2.351519824359196788e-06
2.898577215000000069e+04 1.442343519130048506e-06 2.344657712218422366e-06
2.917332931000000099e+04 1.436037177255347786e-06 2.337678087766088257e-06
2.936210009999999966e+04 1.438304066016177682e-06 2.330517099853609574e-06
2.955209234999999899e+04 1.438577219051244784e-06 2.317064548222143659e-06
2.974331397999999899e+04 1.435441456694372287e-06 2.313814781555755174e-06
2.993577294999999867e+04 1.437630407495354910e-06 2.310454907538877866e-06
3.012947724999999991e+04 1.443068370983897835e-06 2.309663421096289295e-06
3.032443493999999919e+04 1.442063283467905481e-06 2.314814477985019010e-06
3.052065413999999873e+04 1.432540930325898124e-06 2.296623265229427522e-06
3.071814300999999978e+04 1.432691652214959237e-06 2.284309969610312165e-06
3.091690976999999839e+04 1.435753706997963497e-06 2.289260538154567041e-06
3.111696267000000080e+04 1.424624438695373617e-06 2.251835493494114640e-06
3.131831005000000005e+04 1.425178255334881600e-06 2.227364077940550123e-06
3.152096027999999933e+04 1.425398117546732865e-06 2.218087443149682442e-06
3.172492180000000008e+04 1.419494687368204397e-06 2.198894587917760392e-06
3.193020307999999932e+04 1.426189250096150912e-06 2.202178472570536941e-06
3.213681265999999960e+04 1.429408112247072331e-06 2.206244225588604004e-06
3.234475915000000168e+04 1.431637076970327283e-06 2.213610807787228394e-06
3.255405118999999831e+04 1.441352769205152609e-06 2.225165078637931057e-06
3.276469747999999890e+04 1.434725430845366545e-06 2.224455629213417920e-06
3.297670679999999993e+04 1.430146524741133786e-06 2.228276678881995726e-06
3.319008795999999711e+04 1.438883243727338075e-06 2.236642410404265323e-06
3.340484984000000259e+04 1.444406935590452639e-06 2.245192951864684757e-06
3.362100136000000202e+04 1.452982688689479937e-06 2.254666752857785477e-06
3.383855152999999700e+04 1.457716689992909292e-06 2.257337786663920125e-06
3.405750940000000264e+04 1.457238381825006274e-06 2.261990401491096487e-06
3.427788407000000007e+04 1.460356530614316039e-06 2.270950090567761048e-06
3.449968471000000136e+04 1.464083945527532737e-06 2.282577958643243437e-06
3.472292053999999916e+04 1.468447443227099101e-06 2.293377271405858973e-06
3.494760085999999865e+04 1.473278779181235338e-06 2.290934920281069666e-06
3.517373500999999669e+04 1.473490679670456776e-06 2.288398805597550176e-06
3.540133239999999932e+04 1.470211856656088153e-06 2.280000074681080385e-06
